242;5-Bermúdez
243;5-Bermúdez
244;8-Cruz Salmeron Acosta
245;8-Cruz Salmeron Acosta
246;8-Cruz Salmeron Acosta
247;8-Cruz Salmeron Acosta
248;13-Rivero
249;13-Rivero
250;13-Rivero
251;13-Rivero
252;5-Bermúdez
253;5-Bermúdez
254;5-Bermúdez
255;5-Bermúdez
256;5-Bermúdez
257;5-Bermúdez
258;5-Bermúdez
259;8-Cruz Salmeron Acosta
260;1-Cajigal
261;1-Cajigal
262;1-Cajigal
263;1-Cajigal
264;1-Cajigal
265;1-Cajigal
266;1-Cajigal
267;1-Cajigal
268;1-Cajigal
269;1-Cajigal
270;1-Cajigal
271;4-Arismendi
272;4-Arismendi
273;4-Arismendi
274;4-Arismendi
275;4-Arismendi
276;4-Arismendi
277;4-Arismendi
278;4-Arismendi
279;4-Arismendi
280;4-Arismendi
281;4-Arismendi
282;4-Arismendi
283;4-Arismendi
284;4-Arismendi
285;4-Arismendi
286;4-Arismendi
287;4-Arismendi
288;6-Benitez
289;6-Benitez
290;6-Benitez
291;6-Benitez
292;6-Benitez
293;6-Benitez
294;6-Benitez
295;6-Benitez
296;9-Libertador
297;9-Libertador
298;9-Libertador
299;9-Libertador
300;9-Libertador
301;10-Mariño
302;10-Mariño
303;10-Mariño
304;10-Mariño
305;10-Mariño
306;10-Mariño
307;10-Mariño
308;10-Mariño
309;10-Mariño
310;10-Mariño
311;10-Mariño
312;10-Mariño
313;10-Mariño
314;10-Mariño
315;10-Mariño
316;10-Mariño
317;10-Mariño
318;10-Mariño
319;15-Valdez
320;15-Valdez
321;15-Valdez
322;15-Valdez
323;15-Valdez
324;15-Valdez
325;15-Valdez
326;15-Valdez
327;15-Valdez
328;15-Valdez
329;15-Valdez
330;15-Valdez
331;15-Valdez
332;15-Valdez
333;15-Valdez
334;15-Valdez
335;15-Valdez
336;15-Valdez
337;15-Valdez
338;15-Valdez
339;15-Valdez
340;15-Valdez
341;15-Valdez
342;15-Valdez
343;15-Valdez
344;15-Valdez
345;15-Valdez
346;1-Cajigal
347;4-Arismendi
348;4-Arismendi
349;4-Arismendi
350;4-Arismendi
351;10-Mariño
352;10-Mariño
353;15-Valdez
354;4-Arismendi
355;4-Arismendi
356;6-Benitez
357;6-Benitez
358;6-Benitez
359;6-Benitez
360;6-Benitez
361;6-Benitez
362;6-Benitez
363;6-Benitez
364;6-Benitez
365;6-Benitez
366;6-Benitez
367;6-Benitez
368;6-Benitez
369;6-Benitez
370;6-Benitez
371;6-Benitez
372;6-Benitez
373;6-Benitez
374;10-Mariño
375;10-Mariño
376;10-Mariño
377;10-Mariño
378;10-Mariño
379;10-Mariño
380;10-Mariño
381;10-Mariño
382;10-Mariño
383;10-Mariño
384;10-Mariño
385;10-Mariño
386;10-Mariño
387;9-Libertador
388;7-Bolívar
389;7-Bolívar
390;7-Bolívar
391;7-Bolívar
392;7-Bolívar
393;7-Bolívar
394;11-Mejias
395;11-Mejias
396;11-Mejias
397;11-Mejias
398;12-Montes
399;12-Montes
400;12-Montes
401;12-Montes
402;12-Montes
403;12-Montes
404;12-Montes
405;12-Montes
406;12-Montes
407;12-Montes
408;12-Montes
409;12-Montes
410;12-Montes
411;12-Montes
412;12-Montes
413;12-Montes
414;12-Montes
415;12-Montes
416;12-Montes
417;12-Montes
418;12-Montes
419;12-Montes
420;12-Montes
421;12-Montes
422;12-Montes
423;12-Montes
424;12-Montes
425;12-Montes
426;12-Montes
427;12-Montes
428;12-Montes
429;12-Montes
430;12-Montes
431;12-Montes
432;12-Montes
433;14-Sucre
434;14-Sucre
435;14-Sucre
436;14-Sucre
437;14-Sucre
438;14-Sucre
439;14-Sucre
440;14-Sucre
441;14-Sucre
442;14-Sucre
443;14-Sucre
444;14-Sucre
445;14-Sucre
446;14-Sucre
447;14-Sucre
448;14-Sucre
449;14-Sucre
450;14-Sucre
451;14-Sucre
452;14-Sucre
453;14-Sucre
454;14-Sucre
455;14-Sucre
456;14-Sucre
457;14-Sucre
458;14-Sucre
459;14-Sucre
460;14-Sucre
461;14-Sucre
462;14-Sucre
463;14-Sucre
464;14-Sucre
465;14-Sucre
466;14-Sucre
467;14-Sucre
468;14-Sucre
469;14-Sucre
470;14-Sucre
471;14-Sucre
472;14-Sucre
473;14-Sucre
474;14-Sucre
475;14-Sucre
476;14-Sucre
477;14-Sucre
478;14-Sucre
479;14-Sucre
480;14-Sucre
481;14-Sucre
482;14-Sucre
483;14-Sucre
484;14-Sucre
485;14-Sucre
486;14-Sucre
487;14-Sucre
488;14-Sucre
489;14-Sucre
490;14-Sucre
491;14-Sucre
492;14-Sucre
493;14-Sucre
494;14-Sucre
495;14-Sucre
496;14-Sucre
497;14-Sucre
498;14-Sucre
499;14-Sucre
500;14-Sucre
501;14-Sucre
502;14-Sucre
503;14-Sucre
504;14-Sucre
505;14-Sucre
506;14-Sucre
507;14-Sucre
508;14-Sucre
509;14-Sucre
510;14-Sucre
511;14-Sucre
512;14-Sucre
513;14-Sucre
514;14-Sucre
515;14-Sucre
516;14-Sucre
517;14-Sucre
518;14-Sucre
519;14-Sucre
520;14-Sucre
521;14-Sucre
522;14-Sucre
523;14-Sucre
524;14-Sucre
525;14-Sucre
526;14-Sucre
527;14-Sucre
528;14-Sucre
529;14-Sucre
530;14-Sucre
531;14-Sucre
532;14-Sucre
533;14-Sucre
534;14-Sucre
535;14-Sucre
536;14-Sucre
537;14-Sucre
538;14-Sucre
539;14-Sucre
540;14-Sucre
541;14-Sucre
542;14-Sucre
543;14-Sucre
544;14-Sucre
545;14-Sucre
546;14-Sucre
547;14-Sucre
548;14-Sucre
549;14-Sucre
550;14-Sucre
551;14-Sucre
552;14-Sucre
553;14-Sucre
554;14-Sucre
555;14-Sucre
556;14-Sucre
557;14-Sucre
558;14-Sucre
559;14-Sucre
560;14-Sucre
561;14-Sucre
562;14-Sucre
563;14-Sucre
564;14-Sucre
565;14-Sucre
566;14-Sucre
567;14-Sucre
568;14-Sucre
569;14-Sucre
570;14-Sucre
571;14-Sucre
572;14-Sucre
573;14-Sucre
574;14-Sucre
575;14-Sucre
576;14-Sucre
577;14-Sucre
578;14-Sucre
579;14-Sucre
580;14-Sucre
581;14-Sucre
582;14-Sucre
583;14-Sucre
584;14-Sucre
585;14-Sucre
586;14-Sucre
587;14-Sucre
588;14-Sucre
589;14-Sucre
590;14-Sucre
591;14-Sucre
592;14-Sucre
593;14-Sucre
594;14-Sucre
595;14-Sucre
596;14-Sucre
597;14-Sucre
598;14-Sucre
599;14-Sucre
600;14-Sucre
601;14-Sucre
602;14-Sucre
603;14-Sucre
604;14-Sucre
605;14-Sucre
606;14-Sucre
607;14-Sucre
608;14-Sucre
609;14-Sucre
610;14-Sucre
611;14-Sucre
612;14-Sucre
613;14-Sucre
614;14-Sucre
615;14-Sucre
616;14-Sucre
617;14-Sucre
618;14-Sucre
619;14-Sucre
620;14-Sucre
621;14-Sucre
622;14-Sucre
623;14-Sucre
624;14-Sucre
625;7-Bolívar
626;12-Montes
627;14-Sucre
628;14-Sucre
629;14-Sucre
630;14-Sucre
631;14-Sucre
632;14-Sucre
633;14-Sucre
634;14-Sucre
635;14-Sucre
636;14-Sucre
637;14-Sucre
638;14-Sucre
639;14-Sucre
640;14-Sucre
641;14-Sucre
642;14-Sucre
643;14-Sucre
644;14-Sucre
645;7-Bolívar
646;12-Montes
647;14-Sucre
648;14-Sucre
649;7-Bolívar
650;7-Bolívar
651;7-Bolívar
652;7-Bolívar
653;11-Mejias
654;11-Mejias
655;11-Mejias
656;11-Mejias
657;11-Mejias
658;11-Mejias
659;12-Montes
660;12-Montes
661;12-Montes
662;12-Montes
663;12-Montes
664;12-Montes
665;12-Montes
666;12-Montes
667;12-Montes
668;12-Montes
669;12-Montes
670;14-Sucre
671;14-Sucre
672;14-Sucre
673;14-Sucre
674;14-Sucre
675;14-Sucre
676;14-Sucre
677;14-Sucre
678;14-Sucre
679;14-Sucre
680;14-Sucre
681;14-Sucre
682;14-Sucre
683;14-Sucre
684;14-Sucre
685;14-Sucre
686;14-Sucre
687;14-Sucre
688;14-Sucre
689;14-Sucre
690;14-Sucre
691;14-Sucre
692;14-Sucre
693;14-Sucre
694;14-Sucre
695;14-Sucre
696;14-Sucre
697;14-Sucre
698;14-Sucre
699;14-Sucre
700;14-Sucre
701;14-Sucre
702;14-Sucre
703;14-Sucre
704;14-Sucre
705;14-Sucre
706;14-Sucre
707;14-Sucre
708;14-Sucre
709;14-Sucre
710;14-Sucre
711;14-Sucre
712;14-Sucre
713;14-Sucre
714;14-Sucre
715;14-Sucre
716;14-Sucre
717;14-Sucre
718;14-Sucre
719;14-Sucre
720;14-Sucre
721;14-Sucre
722;14-Sucre
723;14-Sucre
724;14-Sucre
725;14-Sucre
726;14-Sucre
727;14-Sucre
728;14-Sucre
729;14-Sucre
730;14-Sucre
731;14-Sucre
732;14-Sucre
733;14-Sucre
734;14-Sucre
735;14-Sucre
736;14-Sucre
737;14-Sucre
738;14-Sucre
739;14-Sucre
740;14-Sucre
741;14-Sucre
742;14-Sucre
743;14-Sucre
744;14-Sucre
745;14-Sucre
746;14-Sucre
